Name-AP,Time,Frekuensi(Ghz),Clients,Channels,Configured-Rate,Usage-Traffic(GB),Throughput(Bytes),Transmit-Power(dBm),Noise,Channel-Utilization,Interference,Traffic,Air-Quality
"AP-F1-2-2,15:50,""2,4"",0,1,""Min 1 Mbps, Max  217 Mbps"",29,22000,20,-93,0.6400,0.6200,0.0200,99"
"AP-F1-1,15:00,""2,4"",0,1,""Min 1 Mbps, Max  217 Mbps"",29,20000,18,-80,0.5500,0.5300,0.0200,98"
"AP-F1-1,15:10,""2,4"",0,1,""Min 1 Mbps, Max  217 Mbps"",29,20000,18,-91,0.6100,0.5900,0.0200,98"
"AP-F1-1,15:20,""2,4"",2,1,""Min 1 Mbps, Max  217 Mbps"",29,21000,18,-87,0.4600,0.4300,0.0300,98"
"AP-F1-1,15:30,""2,4"",0,1,""Min 1 Mbps, Max  217 Mbps"",29,21000,18,-91,0.5400,0.5000,0.0400,99"
"AP-F1-1,15:40,""2,4"",2,1,""Min 1 Mbps, Max  217 Mbps"",29,20000,18,-91,0.4900,0.4500,0.0400,99"
"AP-F1-1,15:50,""2,4"",0,1,""Min 1 Mbps, Max  217 Mbps"",29,16000,18,-91,0.4400,0.4200,0.0200,99"
"AP-F1-Dasar-2,15:00,""2,4"",1,1,""Min 1 Mbps, Max  217 Mbps"",38,34000,17,-92,0.6100,0.5800,0.0300,98"
"AP-F1-Dasar-2,15:10,""2,4"",1,1,""Min 1 Mbps, Max  217 Mbps"",38,25000,17,-92,0.5300,0.5200,0.0100,98"
"AP-F1-Dasar-2,15:20,""2,4"",1,1,""Min 1 Mbps, Max  217 Mbps"",38,29000,17,-87,0.4700,0.4600,0.0100,99"
"AP-F1-Dasar-2,15:30,""2,4"",0,1,""Min 1 Mbps, Max  217 Mbps"",38,29000,17,-98,0.5500,0.5300,0.0200,99"
"AP-F1-Dasar-2,15:40,""2,4"",0,1,""Min 1 Mbps, Max  217 Mbps"",38,27000,20,-100,0.5200,0.5100,0.0100,99"
"AP-F1-Dasar-2,15:50,""2,4"",0,1,""Min 1 Mbps, Max  217 Mbps"",38,23000,20,-99,0.5400,0.5100,0.0300,99"
"AP-F1-1-2,15:00,""2,4"",2,4,""Min 1 Mbps, Max  217 Mbps"",24,43000,30,-95,0.4800,0.4600,0.0200,96"
"AP-F1-1-2,15:10,""2,4"",0,4,""Min 1 Mbps, Max  217 Mbps"",24,13000,30,-85,0.3900,0.3800,0.0100,95"
"AP-F1-1-2,15:20,""2,4"",0,4,""Min 1 Mbps, Max  217 Mbps"",24,10000,20,-88,0.4400,0.4300,0.0100,95"
"AP-F1-1-2,15:30,""2,4"",0,4,""Min 1 Mbps, Max  217 Mbps"",24,20000,20,-94,0.3500,0.3400,0.0100,94"
"AP-F1-1-2,15:40,""2,4"",0,4,""Min 1 Mbps, Max  217 Mbps"",24,23000,20,-98,0.3500,0.3400,0.0100,94"
"AP-F1-1-2,15:50,""2,4"",0,4,""Min 1 Mbps, Max  217 Mbps"",24,9000,20,-88,0.5800,0.5700,0.0100,94"
"AP-F1-2-4-Lab.KomputerTE,15:00,""2,4"",5,4,""Min 1 Mbps, Max  289 Mbps"",7,9000,17,-88,0.2100,0.0300,0.1800,none"
"AP-F1-2-4-Lab.KomputerTE,15:10,""2,4"",2,4,""Min 1 Mbps, Max  289 Mbps"",7,9000,17,-91,0.1300,0.0500,0.0800,none"
"AP-F1-2-4-Lab.KomputerTE,15:20,""2,4"",0,4,""Min 1 Mbps, Max  289 Mbps"",7,3000,17,-90,0.1000,0.0400,0.0600,none"
"AP-F1-2-4-Lab.KomputerTE,15:30,""2,4"",3,4,""Min 1 Mbps, Max  289 Mbps"",7,108000,17,-90,0.1700,0.1000,0.0700,none"
"AP-F1-2-4-Lab.KomputerTE,15:40,""2,4"",0,4,""Min 1 Mbps, Max  289 Mbps"",7,8000,17,-89,0.1100,0.0400,0.0700,none"
"AP-F1-2-4-Lab.KomputerTE,15:50,""2,4"",0,4,""Min 1 Mbps, Max  289 Mbps"",7,5000,17,-90,0.1400,0.0500,0.0900,none"
"AP-F1-2-3-R.KuliahTE,15:00,""2,4"",2,8,""Min 1 Mbps, Max  289 Mbps"",18,90000,17,-89,0.2200,0.1300,0.0900,none"
"AP-F1-2-3-R.KuliahTE,15:10,""2,4"",1,8,""Min 1 Mbps, Max  289 Mbps"",18,82000,17,-91,0.1900,0.1200,0.0700,none"
"AP-F1-2-3-R.KuliahTE,15:20,""2,4"",0,8,""Min 1 Mbps, Max  289 Mbps"",18,3000,17,-91,0.2200,0.1400,0.0800,none"
"AP-F1-2-3-R.KuliahTE,15:30,""2,4"",0,8,""Min 1 Mbps, Max  289 Mbps"",18,1000,17,-88,0.1800,0.1300,0.0500,none"
"AP-F1-2-3-R.KuliahTE,15:40,""2,4"",0,8,""Min 1 Mbps, Max  289 Mbps"",18,5000,17,-87,0.2100,0.1500,0.0600,none"
"AP-F1-2-3-R.KuliahTE,15:50,""2,4"",2,8,""Min 1 Mbps, Max  289 Mbps"",18,3000,17,-90,0.1800,0.1000,0.0800,none"
